# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_negative_regulation...540       SET     123     -0.10804   -0.0087077     0.073019      0.93049 GO_bp:go_negative_regulation_of_protein_complex_assembly
GO_bp:go_hemoglobin_metaboli...          SET       5      0.23622    0.0038509      0.38309      0.26874 GO_bp:go_hemoglobin_metabolic_process
GO_bp:go_single_fertilization            SET     134     -0.11488   -0.0096612     0.072961       0.9423 GO_bp:go_single_fertilization
GO_bp:go_chromosome_organiza...1         SET    1083    -0.027467   -0.0063982     0.025549      0.85882 GO_bp:go_chromosome_organization
GO_bp:go_negative_regulation...397       SET      69    -0.047213   -0.0028543      0.10317      0.67639 GO_bp:go_negative_regulation_of_map_kinase_activity
GO_bp:go_synaptic_vesicle_lo...          SET     155    -0.011518   -0.0010412     0.067513      0.56773 GO_bp:go_synaptic_vesicle_localization
GO_bp:go_phenol_containing_c...3         SET      55    -0.054986   -0.0029689      0.12514      0.66981 GO_bp:go_phenol_containing_compound_metabolic_process
GO_bp:go_regulation_of_antig...4         SET      59    -0.093904   -0.0052509      0.10315      0.81869 GO_bp:go_regulation_of_antigen_receptor_mediated_signaling_pathway
GO_bp:go_establishment_of_sp...          SET      29      0.32426     0.012722      0.15753     0.019781 GO_bp:go_establishment_of_spindle_orientation
GO_bp:go_metanephric_nephron...3         SET      25     -0.10639   -0.0038762      0.17951       0.7233 GO_bp:go_metanephric_nephron_morphogenesis
GO_bp:go_response_to_uv_c                SET      15    -0.067838   -0.0019149      0.19745      0.63441 GO_bp:go_response_to_uv_c
GO_bp:go_carbohydrate_catabo...          SET     174    -0.026912   -0.0025764     0.062935      0.66553 GO_bp:go_carbohydrate_catabolic_process
GO_bp:go_dentate_gyrus_devel...          SET      16      0.21856    0.0063717      0.22039      0.16068 GO_bp:go_dentate_gyrus_development
GO_bp:go_establishment_or_ma...6         SET      14      0.10068    0.0027456      0.24647      0.34147 GO_bp:go_establishment_or_maintenance_of_transmembrane_electrochemical_gradient
GO_bp:go_labyrinthine_layer_...2         SET      43     0.026613     0.001271      0.13471       0.4217 GO_bp:go_labyrinthine_layer_development
GO_bp:go_n_terminal_protein_...1         SET      17     0.045023    0.0013529      0.23903       0.4253 GO_bp:go_n_terminal_protein_amino_acid_acetylation
GO_bp:go_ceramide_catabolic_...          SET      19     -0.18249    -0.005797      0.20058      0.81854 GO_bp:go_ceramide_catabolic_process
GO_bp:go_excretion                       SET      62     -0.13813   -0.0079172      0.11226      0.89072 GO_bp:go_excretion
GO_bp:go_digestion                       SET     127      0.10096    0.0082679     0.076638     0.093861 GO_bp:go_digestion
GO_bp:go_positive_regulation...781       SET      32     -0.16636   -0.0068557      0.16756      0.83959 GO_bp:go_positive_regulation_of_synaptic_transmission_glutamatergic
GO_bp:go_positive_regulation...515       SET      54    -0.024997   -0.0013374      0.11408      0.58672 GO_bp:go_positive_regulation_of_mitotic_nuclear_division
GO_bp:go_hindbrain_developme...          SET     143      0.15192     0.013195     0.069415     0.014322 GO_bp:go_hindbrain_development
GO_bp:go_oligosaccharide_met...          SET      18     -0.13718   -0.0042417      0.18548      0.77023 GO_bp:go_oligosaccharide_metabolic_process
GO_bp:go_negative_regulation...188       SET      10     -0.18902   -0.0043571      0.28508      0.74635 GO_bp:go_negative_regulation_of_dendritic_spine_development
GO_bp:go_modulation_of_growt...          SET      15      0.27047    0.0076349      0.22094      0.11045 GO_bp:go_modulation_of_growth_of_symbiont_involved_in_interaction_with_host
GO_bp:go_chromosome_segregat...          SET     295    -0.012597   -0.0015652     0.047207      0.60521 GO_bp:go_chromosome_segregation
GO_bp:go_negative_regulation...166       SET      30      0.29665     0.011838      0.15992     0.031809 GO_bp:go_negative_regulation_of_cyclin_dependent_protein_kinase_activity
GO_bp:go_ether_metabolic_pro...          SET      13      -0.2542   -0.0066805      0.25667        0.839 GO_bp:go_ether_metabolic_process
GO_bp:go_hematopoietic_proge...          SET     163     0.083138    0.0077057     0.068272      0.11167 GO_bp:go_hematopoietic_progenitor_cell_differentiation
GO_bp:go_cytokine_metabolic_...          SET     106     0.088512    0.0066257      0.08232      0.14115 GO_bp:go_cytokine_metabolic_process
GO_bp:go_negative_regulation...231       SET      66     -0.19046    -0.011262      0.10429      0.96609 GO_bp:go_negative_regulation_of_erk1_and_erk2_cascade
GO_bp:go_steroid_biosyntheti...          SET     181     0.067156    0.0065558     0.060232      0.13244 GO_bp:go_steroid_biosynthetic_process
GO_bp:go_sodium_independent_...          SET      15     -0.12802   -0.0036137      0.25442      0.69258 GO_bp:go_sodium_independent_organic_anion_transport
GO_bp:go_regulation_of_prote...57        SET      85      0.10358    0.0069472     0.093709      0.13452 GO_bp:go_regulation_of_protein_tyrosine_kinase_activity
GO_bp:go_dna_templated_trans...1         SET     108    0.0090705   0.00068533     0.075702      0.45231 GO_bp:go_dna_templated_transcription_elongation
GO_bp:go_n_glycan_processing             SET      15       -0.148   -0.0041778      0.20735      0.76232 GO_bp:go_n_glycan_processing
GO_bp:go_endoplasmic_reticul...5         SET      27   -0.0085237  -0.00032271      0.13975      0.52432 GO_bp:go_endoplasmic_reticulum_to_cytosol_transport
GO_bp:go_negative_regulation...581       SET      53     0.052682    0.0027925      0.11089      0.31736 GO_bp:go_negative_regulation_of_reproductive_process
GO_bp:go_g_protein_coupled_p...2         SET      19     -0.26107   -0.0082933      0.21597      0.88663 GO_bp:go_g_protein_coupled_purinergic_receptor_signaling_pathway
GO_bp:go_membrane_depolariza...1         SET      83     -0.26091    -0.017293      0.10396      0.99396 GO_bp:go_membrane_depolarization
GO_bp:go_olfactory_bulb_inte...2         SET      11     -0.54599      -0.0132       0.2764      0.97588 GO_bp:go_olfactory_bulb_interneuron_differentiation
GO_bp:go_attachment_of_spind...          SET      32      0.22354    0.0092124      0.14104       0.0565 GO_bp:go_attachment_of_spindle_microtubules_to_kinetochore
GO_bp:go_regulation_of_lyase...          SET      45    -0.088805   -0.0043384       0.1361      0.74296 GO_bp:go_regulation_of_lyase_activity
GO_bp:go_response_to_nitroge...          SET     915    -0.025326   -0.0054482       0.0286      0.81205 GO_bp:go_response_to_nitrogen_compound
GO_bp:go_negative_regulation...690       SET     108    -0.010967  -0.00082862     0.079466      0.55488 GO_bp:go_negative_regulation_of_transmembrane_transport
GO_bp:go_regulation_of_dna_r...1         SET      91    -0.037055   -0.0025711     0.089071       0.6613 GO_bp:go_regulation_of_dna_recombination
GO_bp:go_regulation_of_leuko...8         SET     209     -0.03977   -0.0041688     0.058291      0.75246 GO_bp:go_regulation_of_leukocyte_proliferation
GO_bp:go_response_to_ethanol             SET     120     0.031865     0.002537     0.077838      0.34114 GO_bp:go_response_to_ethanol
GO_bp:go_sulfur_compound_met...          SET     189    -0.056988   -0.0056836     0.062287      0.81988 GO_bp:go_sulfur_compound_metabolic_process
GO_bp:go_regulation_of_cell_...14        SET      31     0.060568    0.0024568      0.16016      0.35265 GO_bp:go_regulation_of_cell_cycle_checkpoint
GO_bp:go_negative_regulation...683       SET      17     0.021113   0.00063444      0.22046      0.46185 GO_bp:go_negative_regulation_of_transcription_regulatory_region_dna_binding
GO_bp:go_positive_regulation...231       SET      35     -0.07496   -0.0032304      0.12895      0.71949 GO_bp:go_positive_regulation_of_dna_replication
GO_bp:go_negative_regulation...464       SET     142    -0.041878   -0.0036248     0.067861      0.73141 GO_bp:go_negative_regulation_of_neuron_apoptotic_process
GO_bp:go_positive_regulation...705       SET      71   -0.0044281  -0.00027154     0.097858      0.51805 GO_bp:go_positive_regulation_of_reproductive_process
GO_bp:go_positive_regulation...498       SET      13    -0.062929   -0.0016538      0.27259      0.59128 GO_bp:go_positive_regulation_of_metanephros_development
GO_bp:go_positive_regulation...462       SET      18     -0.11079   -0.0034255      0.20069      0.70954 GO_bp:go_positive_regulation_of_lymphocyte_apoptotic_process
GO_bp:go_nucleotide_phosphor...          SET      20    -0.045916   -0.0014964      0.16581      0.60908 GO_bp:go_nucleotide_phosphorylation
GO_bp:go_positive_regulation...306       SET      58    0.0023535   0.00013049      0.10364      0.49094 GO_bp:go_positive_regulation_of_gene_expression_epigenetic
GO_bp:go_glutamate_secretion             SET      43     0.096547    0.0046109      0.13645      0.23961 GO_bp:go_glutamate_secretion
GO_bp:go_positive_regulation...648       SET      89     0.045609    0.0031298     0.082735      0.29073 GO_bp:go_positive_regulation_of_protein_binding
GO_bp:go_regulation_of_vascu...9         SET      14    -0.023673  -0.00064559      0.24719      0.53815 GO_bp:go_regulation_of_vasculogenesis
GO_bp:go_lens_fiber_cell_dif...          SET      31     0.038631     0.001567      0.16417      0.40698 GO_bp:go_lens_fiber_cell_differentiation
GO_bp:go_sensory_perception              SET     853     -0.02422   -0.0050394      0.03383      0.76298 GO_bp:go_sensory_perception
GO_bp:go_hepaticobiliary_sys...          SET     135    -0.087844   -0.0074152     0.071016      0.89194 GO_bp:go_hepaticobiliary_system_development
GO_bp:go_fatty_acid_cataboli...          SET     102   -0.0046368  -0.00034052     0.079384      0.52329 GO_bp:go_fatty_acid_catabolic_process
GO_bp:go_regulation_of_vesic...1         SET      29     -0.12271   -0.0048144      0.14154      0.80701 GO_bp:go_regulation_of_vesicle_fusion
GO_bp:go_regulation_of_lipid...6         SET      46      0.07762    0.0038338      0.12586      0.26871 GO_bp:go_regulation_of_lipid_storage
GO_bp:go_carbohydrate_transp...          SET     142    -0.017132   -0.0014829     0.071318      0.59492 GO_bp:go_carbohydrate_transport
GO_bp:go_regulation_of_cellu...18        SET     250  -0.00028747   -3.292e-05     0.056167      0.50204 GO_bp:go_regulation_of_cellular_response_to_growth_factor_stimulus
GO_bp:go_embryonic_hemopoies...          SET      20     0.095615    0.0031161      0.22645      0.33643 GO_bp:go_embryonic_hemopoiesis
GO_bp:go_embryo_development_...          SET     597     0.014973    0.0026248     0.036689       0.3416 GO_bp:go_embryo_development_ending_in_birth_or_egg_hatching
GO_bp:go_antigen_processing_...12        SET      97     -0.12927    -0.009259     0.087683      0.92979 GO_bp:go_antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_mhc_class_ii
GO_bp:go_response_to_ionizin...          SET     146     0.022005    0.0019312     0.070359      0.37723 GO_bp:go_response_to_ionizing_radiation
GO_bp:go_epithelium_developm...          SET    1206     0.014524    0.0035579     0.026948      0.29495 GO_bp:go_epithelium_development
GO_bp:go_positive_regulation...733       SET      13     0.050911    0.0013379      0.23241       0.4133 GO_bp:go_positive_regulation_of_sequestering_of_calcium_ion
GO_bp:go_secondary_metabolit...          SET      26     -0.12955    -0.004813      0.16007      0.79082 GO_bp:go_secondary_metabolite_biosynthetic_process
GO_bp:go_cell_migration_invo...2         SET      16    -0.026797  -0.00078121      0.21813      0.54889 GO_bp:go_cell_migration_involved_in_heart_development
GO_bp:go_protein_localizatio...15        SET      52    0.0048012   0.00025209       0.1104      0.48266 GO_bp:go_protein_localization_to_cytoskeleton
GO_bp:go_nuclear_envelope_re...          SET      17      0.24833    0.0074622      0.21033      0.11888 GO_bp:go_nuclear_envelope_reassembly
GO_bp:go_intrinsic_apoptotic...4         SET      41      0.22871     0.010666       0.1252     0.033874 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage_by_p53_class_mediator
GO_bp:go_regulation_of_autop...3         SET     302     -0.03227    -0.004056     0.047009      0.75379 GO_bp:go_regulation_of_autophagy
GO_bp:go_phospholipid_metabo...          SET     248     -0.05263   -0.0060032     0.052114      0.84372 GO_bp:go_phospholipid_metabolic_process
GO_bp:go_ammonium_ion_metabo...          SET      60    0.0010369   5.8466e-05      0.11406      0.49637 GO_bp:go_ammonium_ion_metabolic_process
GO_bp:go_regulation_of_inter...7         SET      25     -0.27827    -0.010138      0.18771      0.93089 GO_bp:go_regulation_of_interleukin_4_production
GO_bp:go_ncrna_catabolic_pro...          SET      31     0.020185   0.00081874      0.15025      0.44657 GO_bp:go_ncrna_catabolic_process
GO_bp:go_regulation_of_fat_c...          SET     117    0.0024418   0.00019198      0.07858      0.48761 GO_bp:go_regulation_of_fat_cell_differentiation
GO_bp:go_glutamine_family_am...1         SET      15      0.10386    0.0029319      0.20028      0.30202 GO_bp:go_glutamine_family_amino_acid_biosynthetic_process
GO_bp:go_bundle_of_his_cell_...1         SET      14       0.3352    0.0091413      0.25817     0.097096 GO_bp:go_bundle_of_his_cell_to_purkinje_myocyte_communication
GO_bp:go_regulation_of_cell_...29        SET      22    -0.047365   -0.0016189      0.16383      0.61375 GO_bp:go_regulation_of_cell_maturation
GO_bp:go_negative_regulation...106       SET     310    0.0052742   0.00067148     0.049001      0.45714 GO_bp:go_negative_regulation_of_cell_development
GO_bp:go_mammary_gland_morph...          SET      46     0.053802    0.0026574      0.13332      0.34327 GO_bp:go_mammary_gland_morphogenesis
GO_bp:go_cellular_protein_co...1         SET     211    0.0028896   0.00030432     0.055644      0.47929 GO_bp:go_cellular_protein_complex_disassembly
GO_bp:go_ureter_development              SET      16      0.33765    0.0098435      0.22933     0.070478 GO_bp:go_ureter_development
GO_bp:go_body_morphogenesis              SET      47     0.084602    0.0042237      0.11888      0.23835 GO_bp:go_body_morphogenesis
GO_bp:go_somatic_stem_cell_p...          SET      69    -0.034353   -0.0020768      0.10048      0.63378 GO_bp:go_somatic_stem_cell_population_maintenance
GO_bp:go_cytoplasmic_microtu...          SET      52      0.23249     0.012207      0.11789     0.024307 GO_bp:go_cytoplasmic_microtubule_organization
GO_bp:go_positive_regulation...225       SET      14      0.18085     0.004932      0.20969      0.19422 GO_bp:go_positive_regulation_of_dna_damage_response_signal_transduction_by_p53_class_mediator
GO_bp:go_protein_activation_...          SET      25      0.17298    0.0063022       0.1809      0.16948 GO_bp:go_protein_activation_cascade
GO_bp:go_positive_regulation...627       SET      58     -0.22894    -0.012693      0.11642      0.97537 GO_bp:go_positive_regulation_of_phospholipase_activity
GO_bp:go_negative_regulation...512       SET      48       0.2185     0.011024      0.12923     0.045454 GO_bp:go_negative_regulation_of_peptidyl_tyrosine_phosphorylation
GO_bp:go_regulation_of_colla...3         SET      19    -0.011141  -0.00035391      0.20938      0.52122 GO_bp:go_regulation_of_collateral_sprouting
GO_bp:go_establishment_or_ma...5         SET      19      0.15262    0.0048482      0.18533      0.20511 GO_bp:go_establishment_or_maintenance_of_monopolar_cell_polarity
GO_bp:go_neuron_recognition              SET      47    -0.059145   -0.0029528      0.14431      0.65904 GO_bp:go_neuron_recognition
GO_bp:go_nucleoside_diphosph...3         SET      27      -0.1199   -0.0045393      0.15989      0.77333 GO_bp:go_nucleoside_diphosphate_metabolic_process
GO_bp:go_microtubule_polymer...2         SET     103      0.10958    0.0080864      0.07789     0.079747 GO_bp:go_microtubule_polymerization_or_depolymerization
GO_bp:go_response_to_ammoniu...          SET     125    -0.017309   -0.0014063     0.076489      0.58951 GO_bp:go_response_to_ammonium_ion
GO_bp:go_negative_regulation...568       SET     309    -0.078229   -0.0099439     0.050173      0.94052 GO_bp:go_negative_regulation_of_proteolysis
GO_bp:go_pinocytosis                     SET      20      0.28988    0.0094471      0.15524     0.030943 GO_bp:go_pinocytosis
GO_bp:go_regulation_of_epith...1         SET      73     0.010541   0.00065542      0.10418       0.4597 GO_bp:go_regulation_of_epithelial_cell_apoptotic_process
GO_bp:go_phosphatidylcholine...4         SET      40     -0.14039   -0.0064671      0.14652        0.831 GO_bp:go_phosphatidylcholine_metabolic_process
GO_bp:go_lung_epithelium_dev...          SET      36      0.03076    0.0013444      0.15942       0.4235 GO_bp:go_lung_epithelium_development
GO_bp:go_metencephalon_devel...          SET     103      0.20852     0.015388     0.077649    0.0036258 GO_bp:go_metencephalon_development
GO_bp:go_g_protein_coupled_p...1         SET      10     -0.33189   -0.0076505      0.31858      0.85124 GO_bp:go_g_protein_coupled_purinergic_nucleotide_receptor_signaling_pathway
GO_bp:go_actin_filament_bund...          SET     144     0.034458    0.0030034     0.069807      0.31079 GO_bp:go_actin_filament_bundle_organization
GO_bp:go_cellular_response_t...120       SET      46     -0.12277   -0.0060637       0.1138      0.85966 GO_bp:go_cellular_response_to_virus
GO_bp:go_cytoplasmic_mrna_pr...          SET      20     0.038885    0.0012673      0.18196      0.41539 GO_bp:go_cytoplasmic_mrna_processing_body_assembly
GO_bp:go_respiratory_gaseous...          SET      60      0.08565    0.0048296      0.11516      0.22851 GO_bp:go_respiratory_gaseous_exchange
GO_bp:go_negative_regulation...558       SET      75     0.056753    0.0035765     0.092747       0.2703 GO_bp:go_negative_regulation_of_protein_modification_by_small_protein_conjugation_or_removal
GO_bp:go_amino_acid_activati...          SET      49     -0.03301   -0.0016826       0.1054      0.62294 GO_bp:go_amino_acid_activation
GO_bp:go_dendritic_cell_diff...          SET      40     0.078234    0.0036039      0.13504      0.28118 GO_bp:go_dendritic_cell_differentiation
GO_bp:go_natural_killer_cell...6         SET      22      0.15213    0.0051996      0.18961      0.21119 GO_bp:go_natural_killer_cell_differentiation
GO_bp:go_bone_trabecula_morp...          SET      13     -0.47246    -0.012416      0.22374      0.98263 GO_bp:go_bone_trabecula_morphogenesis
GO_bp:go_regulation_of_infla...2         SET      23     0.046684    0.0016315      0.18158      0.39855 GO_bp:go_regulation_of_inflammatory_response_to_antigenic_stimulus
GO_bp:go_regulation_of_prote...2         SET     112     0.050952      0.00392     0.077087      0.25432 GO_bp:go_regulation_of_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO_bp:go_negative_regulation...466       SET     210     0.016328    0.0017156     0.058513      0.39011 GO_bp:go_negative_regulation_of_neuron_differentiation
GO_bp:go_regulation_of_skele...8         SET      48    -0.047315   -0.0023871      0.11812      0.65563 GO_bp:go_regulation_of_skeletal_muscle_tissue_development
GO_bp:go_muscle_tissue_devel...          SET     370     0.063857    0.0088675     0.044666     0.076418 GO_bp:go_muscle_tissue_development
GO_bp:go_negative_regulation...537       SET      13     0.040022    0.0010518      0.25384      0.43736 GO_bp:go_negative_regulation_of_protein_autophosphorylation
GO_bp:go_acid_secretion                  SET     119     0.034942    0.0027705     0.077196      0.32541 GO_bp:go_acid_secretion
GO_bp:go_positive_regulation...16        SET      98     -0.01525   -0.0010979       0.0906      0.56684 GO_bp:go_positive_regulation_of_adaptive_immune_response
GO_bp:go_regulation_of_osteo...3         SET      62    -0.030935   -0.0017731       0.1134      0.60749 GO_bp:go_regulation_of_osteoclast_differentiation
GO_bp:go_regulation_of_prote...7         SET     206    -0.047651   -0.0049593     0.054659      0.80833 GO_bp:go_regulation_of_protein_binding
GO_bp:go_cardiac_septum_deve...          SET     105    -0.057016    -0.004248     0.084691      0.74959 GO_bp:go_cardiac_septum_development
GO_bp:go_regulation_of_icosa...          SET      17      0.10085    0.0030305      0.20153      0.30839 GO_bp:go_regulation_of_icosanoid_secretion
GO_bp:go_l_alpha_amino_acid_...          SET      47   -0.0074757  -0.00037322      0.12296      0.52424 GO_bp:go_l_alpha_amino_acid_transmembrane_transport
GO_bp:go_regulation_of_histo...13        SET      60     -0.14403   -0.0081213      0.11417      0.89644 GO_bp:go_regulation_of_histone_methylation
GO_bp:go_positive_regulation...508       SET      15      0.22067     0.006229      0.20609      0.14215 GO_bp:go_positive_regulation_of_mitochondrial_fission
GO_bp:go_antimicrobial_humor...2         SET     105     0.023892    0.0017801      0.08563      0.39012 GO_bp:go_antimicrobial_humoral_response
GO_bp:go_epidermis_morphogen...          SET      28     -0.30079    -0.011596      0.17227      0.95959 GO_bp:go_epidermis_morphogenesis
GO_bp:go_intermediate_filame...1         SET      46      -0.1051   -0.0051912      0.12335       0.8029 GO_bp:go_intermediate_filament_based_process
GO_bp:go_cognition                       SET     279   -0.0044787  -0.00054139     0.052182       0.5342 GO_bp:go_cognition
GO_bp:go_response_to_zinc_ion            SET      51    -0.012605  -0.00065543      0.12743       0.5394 GO_bp:go_response_to_zinc_ion
GO_bp:go_axis_specification              SET      77     0.088613    0.0056579     0.097575       0.1819 GO_bp:go_axis_specification
GO_bp:go_phosphatidylinosito...6         SET      98     -0.13185   -0.0094919     0.080313      0.94966 GO_bp:go_phosphatidylinositol_metabolic_process
GO_bp:go_cell_part_morphogen...          SET     639    0.0092765    0.0016805     0.034995      0.39547 GO_bp:go_cell_part_morphogenesis
GO_bp:go_pigment_granule_loc...          SET      24     -0.12287   -0.0043862      0.16828      0.76735 GO_bp:go_pigment_granule_localization
GO_bp:go_vascular_endothelia...4         SET      35    -0.094894   -0.0040895      0.15587      0.72867 GO_bp:go_vascular_endothelial_growth_factor_signaling_pathway
GO_bp:go_response_to_organop...          SET     134    -0.054472   -0.0045812     0.069547      0.78325 GO_bp:go_response_to_organophosphorus
GO_bp:go_axo_dendritic_trans...          SET      61      0.15068     0.008567      0.10473     0.075125 GO_bp:go_axo_dendritic_transport
GO_bp:go_skeletal_muscle_tis...2         SET      34       0.2555     0.010853      0.13603     0.030186 GO_bp:go_skeletal_muscle_tissue_regeneration
GO_bp:go_polysaccharide_bios...          SET      71     0.055821     0.003423      0.10298      0.29389 GO_bp:go_polysaccharide_biosynthetic_process
GO_bp:go_gland_morphogenesis             SET     117    -0.054639   -0.0042958     0.083462      0.74365 GO_bp:go_gland_morphogenesis
GO_bp:go_negative_regulation...13        SET      43     0.041303    0.0019725      0.12751        0.373 GO_bp:go_negative_regulation_of_adaptive_immune_response
GO_bp:go_regulation_of_syste...3         SET      17    -0.098534   -0.0029609      0.25287       0.6516 GO_bp:go_regulation_of_systemic_arterial_blood_pressure_by_circulatory_renin_angiotensin
GO_bp:go_ribosome_biogenesis             SET     268     0.074594    0.0088402     0.046819     0.055561 GO_bp:go_ribosome_biogenesis
GO_bp:go_b_cell_homeostasis              SET      27       0.1303     0.004933      0.16977       0.2214 GO_bp:go_b_cell_homeostasis
GO_bp:go_ire1_mediated_unfol...          SET      62     0.076932    0.0044095     0.095262      0.20967 GO_bp:go_ire1_mediated_unfolded_protein_response
GO_bp:go_positive_regulation...79        SET      24      -0.2218   -0.0079178      0.18063      0.89026 GO_bp:go_positive_regulation_of_calcium_ion_dependent_exocytosis
GO_bp:go_positive_regulation...242       SET      91     0.040163    0.0027867     0.084828      0.31794 GO_bp:go_positive_regulation_of_endocytosis
GO_bp:go_mrna_splice_site_se...          SET      31     -0.14585   -0.0059162      0.14759      0.83846 GO_bp:go_mrna_splice_site_selection
GO_bp:go_regulation_of_trans...18        SET      17     0.029587   0.00088908       0.2088      0.44366 GO_bp:go_regulation_of_translation_in_response_to_stress
GO_bp:go_phenol_containing_c...1         SET      40    -0.087874    -0.004048       0.1408      0.73371 GO_bp:go_phenol_containing_compound_biosynthetic_process
GO_bp:go_positive_regulation...268       SET      28      0.12854    0.0049555      0.17391      0.22992 GO_bp:go_positive_regulation_of_erythrocyte_differentiation
GO_bp:go_dendritic_cell_migr...          SET      27      0.13479    0.0051033      0.17761      0.22395 GO_bp:go_dendritic_cell_migration
GO_bp:go_sensory_perception_...10        SET      21     0.063562    0.0021226      0.19076      0.36949 GO_bp:go_sensory_perception_of_temperature_stimulus
GO_bp:go_lysosomal_transport             SET      97    -0.023796   -0.0017044     0.084763      0.61054 GO_bp:go_lysosomal_transport
GO_bp:go_positive_regulation...223       SET      64      0.08924    0.0051965      0.09534      0.17464 GO_bp:go_positive_regulation_of_dna_biosynthetic_process
GO_bp:go_positive_regulation...468       SET      28     -0.20935   -0.0080713      0.17435      0.88508 GO_bp:go_positive_regulation_of_macrophage_activation
GO_bp:go_regulation_of_calci...9         SET      93     0.040111    0.0028134      0.08757      0.32346 GO_bp:go_regulation_of_calcium_mediated_signaling
GO_bp:go_regulation_of_alpha...1         SET      88      0.05853     0.003994     0.094936      0.26878 GO_bp:go_regulation_of_alpha_beta_t_cell_activation
GO_bp:go_muscle_organ_develo...          SET     371     0.098157     0.013649     0.044757     0.014156 GO_bp:go_muscle_organ_development
GO_bp:go_positive_regulation...344       SET     172      0.01856    0.0017666      0.06816       0.3927 GO_bp:go_positive_regulation_of_hemopoiesis
GO_bp:go_outflow_tract_septu...          SET      27      -0.0688   -0.0026047      0.18824      0.64263 GO_bp:go_outflow_tract_septum_morphogenesis
GO_bp:go_regulation_of_mamma...          SET      17     0.079438     0.002387      0.20323      0.34795 GO_bp:go_regulation_of_mammary_gland_epithelial_cell_proliferation
GO_bp:go_myeloid_cell_homeos...          SET     138    -0.050012   -0.0042679     0.072546       0.7547 GO_bp:go_myeloid_cell_homeostasis
GO_bp:go_regulation_of_blood...2         SET     165     0.020414    0.0019035     0.067509      0.38118 GO_bp:go_regulation_of_blood_pressure
GO_bp:go_regulation_of_morph...1         SET      52    -0.010898  -0.00057221      0.12881      0.53371 GO_bp:go_regulation_of_morphogenesis_of_a_branching_structure
GO_bp:go_response_to_electri...          SET      40      0.21017    0.0096814      0.13348     0.057694 GO_bp:go_response_to_electrical_stimulus
GO_bp:go_negative_regulation...668       SET      18     -0.32021   -0.0099007      0.18878      0.95506 GO_bp:go_negative_regulation_of_telomere_maintenance_via_telomerase
GO_bp:go_regulation_of_t_cel...4         SET      16     0.035571     0.001037      0.21268      0.43359 GO_bp:go_regulation_of_t_cell_chemotaxis
GO_bp:go_regulation_of_erbb_...          SET      90     0.094845    0.0065449     0.087526      0.13927 GO_bp:go_regulation_of_erbb_signaling_pathway
GO_bp:go_ventricular_septum_...2         SET      41    0.0051066   0.00023815      0.15658      0.48699 GO_bp:go_ventricular_septum_morphogenesis
GO_bp:go_positive_regulation...246       SET      13      0.40853     0.010736      0.22085     0.032176 GO_bp:go_positive_regulation_of_endothelial_cell_chemotaxis
GO_bp:go_positive_regulation...249       SET      16    0.0061149   0.00017827      0.22907      0.48935 GO_bp:go_positive_regulation_of_endothelial_cell_differentiation
GO_bp:go_negative_regulation...625       SET      44    -0.043465   -0.0020997      0.12615      0.63479 GO_bp:go_negative_regulation_of_smooth_muscle_cell_proliferation
GO_bp:go_tolerance_induction             SET      25     -0.25411   -0.0092577      0.19228      0.90683 GO_bp:go_tolerance_induction
GO_bp:go_chemical_homeostasis            SET    1101     -0.02029   -0.0047632     0.026527      0.77783 GO_bp:go_chemical_homeostasis
GO_bp:go_synapse_organization            SET     372    0.0093115    0.0012965     0.045315       0.4186 GO_bp:go_synapse_organization
GO_bp:go_metanephros_develop...          SET      87     -0.04144   -0.0028118     0.096155      0.66675 GO_bp:go_metanephros_development
GO_bp:go_regulation_of_micro...3         SET     203     0.064163    0.0066295     0.056515      0.12813 GO_bp:go_regulation_of_microtubule_based_process
GO_bp:go_negative_regulation...693       SET      73     0.095001    0.0059068     0.098554      0.16754 GO_bp:go_negative_regulation_of_transporter_activity
GO_bp:go_endosome_organizati...          SET      77    -0.089483   -0.0057135     0.093536      0.83062 GO_bp:go_endosome_organization
GO_bp:go_regulation_of_wound...1         SET     125     0.070747     0.005748     0.075843      0.17547 GO_bp:go_regulation_of_wound_healing
GO_bp:go_regulation_of_mapk_...          SET     696     0.024285    0.0045841     0.032636      0.22841 GO_bp:go_regulation_of_mapk_cascade
GO_bp:go_positive_regulation...741       SET      24     0.035084    0.0012524       0.1855        0.425 GO_bp:go_positive_regulation_of_skeletal_muscle_tissue_development
GO_bp:go_myeloid_leukocyte_m...2         SET     187    0.0015064   0.00014945     0.066967      0.49103 GO_bp:go_myeloid_leukocyte_migration
GO_bp:go_collagen_fibril_org...          SET      47      0.10252    0.0051183      0.11972      0.19592 GO_bp:go_collagen_fibril_organization
GO_bp:go_positive_regulation...563       SET      84    -0.063127   -0.0042091     0.094067      0.74891 GO_bp:go_positive_regulation_of_neuron_death
