# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_phosphatidylinosito...5         SET      21     -0.10472   -0.0034971      0.16315      0.73952 GO_bp:go_phosphatidylinositol_dephosphorylation
GO_bp:go_digestive_system_pr...          SET      94    -0.088161   -0.0062167     0.089659      0.83726 GO_bp:go_digestive_system_process
GO_bp:go_antigen_processing_...6         SET      75    -0.009183   -0.0005787     0.096922      0.53774 GO_bp:go_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_i
GO_bp:go_negative_regulation...85        SET     725   0.00050392   9.7006e-05     0.032635      0.49384 GO_bp:go_negative_regulation_of_catalytic_activity
GO_bp:go_cardiac_muscle_tiss...1         SET     202     0.015037    0.0015499     0.062808      0.40539 GO_bp:go_cardiac_muscle_tissue_development
GO_bp:go_leukocyte_apoptotic...          SET     103      -0.1281    -0.009453     0.084238      0.93582 GO_bp:go_leukocyte_apoptotic_process
GO_bp:go_negative_regulation...209       SET      25     -0.22835   -0.0083192      0.18784      0.88793 GO_bp:go_negative_regulation_of_embryonic_development
GO_bp:go_peptidyl_glutamic_a...          SET      27      0.11134    0.0042152      0.18068      0.26888 GO_bp:go_peptidyl_glutamic_acid_modification
GO_bp:go_regulation_of_notch...          SET      93      0.11453     0.008033     0.095197      0.11449 GO_bp:go_regulation_of_notch_signaling_pathway
GO_bp:go_interferon_gamma_me...          SET      83     0.032574     0.002159     0.095958      0.36713 GO_bp:go_interferon_gamma_mediated_signaling_pathway
GO_bp:go_positive_regulation...196       SET     123    -0.063795   -0.0051418     0.081361       0.7835 GO_bp:go_positive_regulation_of_cytokine_secretion
GO_bp:go_negative_regulation...399       SET      11     -0.17705   -0.0042803      0.23689      0.77258 GO_bp:go_negative_regulation_of_mast_cell_activation
GO_bp:go_microtubule_bundle_...          SET      87    -0.054174   -0.0036758     0.083654      0.74137 GO_bp:go_microtubule_bundle_formation
GO_bp:go_negative_regulation...167       SET      83    -0.023123   -0.0015326     0.094339      0.59681 GO_bp:go_negative_regulation_of_cysteine_type_endopeptidase_activity
GO_bp:go_embryonic_skeletal_...1         SET      13      0.25593     0.006726      0.22757      0.13038 GO_bp:go_embryonic_skeletal_joint_development
GO_bp:go_response_to_carbohy...          SET     219      0.02992    0.0032095     0.057753      0.30221 GO_bp:go_response_to_carbohydrate
GO_bp:go_organic_acid_transm...          SET     124     0.057813    0.0046785     0.079883      0.23462 GO_bp:go_organic_acid_transmembrane_transport
GO_bp:go_regulation_of_prote...44        SET      60     0.082619    0.0046587       0.1121      0.23056 GO_bp:go_regulation_of_protein_maturation
GO_bp:go_monocarboxylic_acid...1         SET     186    -0.014235   -0.0014085     0.063962      0.58806 GO_bp:go_monocarboxylic_acid_biosynthetic_process
GO_bp:go_columnar_cuboidal_e...1         SET      53      0.13265    0.0070314      0.12639      0.14697 GO_bp:go_columnar_cuboidal_epithelial_cell_development
GO_bp:go_positive_regulation...870       SET       8     -0.23009   -0.0047442       0.3483      0.74557 GO_bp:go_positive_regulation_of_vascular_permeability
GO_bp:go_ear_morphogenesis               SET     113    -0.098379   -0.0076022     0.088868      0.86585 GO_bp:go_ear_morphogenesis
GO_bp:go_neuron_cell_cell_ad...          SET      13      0.10653    0.0027996      0.24585       0.3324 GO_bp:go_neuron_cell_cell_adhesion
GO_bp:go_termination_of_rna_...2         SET      33    -0.037458   -0.0015675      0.13152       0.6121 GO_bp:go_termination_of_rna_polymerase_ii_transcription
GO_bp:go_synaptic_signaling              SET     679     0.041197    0.0076846     0.034214      0.11429 GO_bp:go_synaptic_signaling
GO_bp:go_mitotic_cell_cycle_...2         SET     162     0.068805    0.0063578      0.06492      0.14462 GO_bp:go_mitotic_cell_cycle_checkpoint
GO_bp:go_response_to_lipid               SET     878     0.022996    0.0048509     0.030571      0.22597 GO_bp:go_response_to_lipid
GO_bp:go_response_to_nicotine            SET      45     -0.25009    -0.012218      0.13412      0.96888 GO_bp:go_response_to_nicotine
GO_bp:go_negative_regulation...389       SET      29     -0.18248   -0.0071596      0.14234      0.90008 GO_bp:go_negative_regulation_of_macroautophagy
GO_bp:go_positive_regulation...325       SET       5      0.24841    0.0040495      0.42745      0.28057 GO_bp:go_positive_regulation_of_glycoprotein_metabolic_process
GO_bp:go_regulation_of_mitop...          SET      15     -0.22112   -0.0062418      0.22225      0.84011 GO_bp:go_regulation_of_mitophagy
GO_bp:go_fatty_acid_metaboli...          SET     247    -0.079907   -0.0090963     0.054258      0.92958 GO_bp:go_fatty_acid_metabolic_process
GO_bp:go_activation_of_immun...          SET     572    -0.080292    -0.013787     0.037562      0.98372 GO_bp:go_activation_of_immune_response
GO_bp:go_positive_regulation...676       SET    1513  -0.00044369  -0.00012067       0.0229      0.50773 GO_bp:go_positive_regulation_of_protein_metabolic_process
GO_bp:go_cell_cycle_g2_m_pha...          SET     258    -0.042032   -0.0048887      0.05282      0.78691 GO_bp:go_cell_cycle_g2_m_phase_transition
GO_bp:go_negative_regulation...173       SET      60    0.0055173   0.00031111      0.10713      0.47946 GO_bp:go_negative_regulation_of_cytokine_secretion
GO_bp:go_vitamin_transport               SET      36     0.065768    0.0028744      0.14806      0.32845 GO_bp:go_vitamin_transport
GO_bp:go_regulation_of_cyste...2         SET      17     -0.19691   -0.0059169      0.22775      0.80636 GO_bp:go_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway
GO_bp:go_blastoderm_segmenta...          SET      19      0.12446    0.0039535      0.19941      0.26628 GO_bp:go_blastoderm_segmentation
GO_bp:go_natural_killer_cell...1         SET      83     -0.12907   -0.0085548      0.10397      0.89277 GO_bp:go_natural_killer_cell_activation
GO_bp:go_negative_regulation...54        SET     155    -0.023655   -0.0021385     0.067151      0.63768 GO_bp:go_negative_regulation_of_binding
GO_bp:go_positive_regulation...2         SET      13     0.035393   0.00093013      0.22551      0.43765 GO_bp:go_positive_regulation_by_host_of_viral_process
GO_bp:go_positive_regulation...713       SET       6      0.41363    0.0073862      0.38822      0.14334 GO_bp:go_positive_regulation_of_response_to_extracellular_stimulus
GO_bp:go_positive_regulation...84        SET      54      0.10238    0.0054778      0.12373      0.20399 GO_bp:go_positive_regulation_of_calcium_ion_transport_into_cytosol
GO_bp:go_regulation_of_smoot...4         SET      76      0.21924     0.013908     0.097361     0.012172 GO_bp:go_regulation_of_smoothened_signaling_pathway
GO_bp:go_retina_layer_format...          SET      20      0.14148    0.0046108      0.21091      0.25118 GO_bp:go_retina_layer_formation
GO_bp:go_epidermis_developme...          SET     439    0.0066874    0.0010096     0.049197      0.44594 GO_bp:go_epidermis_development
GO_bp:go_cellular_response_t...125       SET      20       0.1845     0.006013      0.20722      0.18664 GO_bp:go_cellular_response_to_zinc_ion
GO_bp:go_regulation_of_gastr...3         SET      37      -0.0849   -0.0037617       0.1473      0.71782 GO_bp:go_regulation_of_gastrulation
GO_bp:go_cellular_response_t...60        SET      70    -0.056366   -0.0034321     0.098621      0.71618 GO_bp:go_cellular_response_to_ionizing_radiation
GO_bp:go_actin_mediated_cell...          SET     109     0.012288   0.00093273     0.088736      0.44493 GO_bp:go_actin_mediated_cell_contraction
GO_bp:go_positive_regulation...570       SET      37    -0.096338   -0.0042685      0.13759      0.75809 GO_bp:go_positive_regulation_of_neurotransmitter_transport
GO_bp:go_neutral_lipid_biosy...          SET      35     -0.13953   -0.0060133      0.14351      0.83454 GO_bp:go_neutral_lipid_biosynthetic_process
GO_bp:go_cellular_response_t...84        SET      65     0.030643    0.0017982      0.11531      0.39522 GO_bp:go_cellular_response_to_nutrient
GO_bp:go_adenylate_cyclase_a...2         SET      10     -0.43679    -0.010068      0.30476       0.9241 GO_bp:go_adenylate_cyclase_activating_dopamine_receptor_signaling_pathway
GO_bp:go_regulation_of_diges...          SET      37    -0.094856   -0.0042028      0.13848      0.75331 GO_bp:go_regulation_of_digestive_system_process
GO_bp:go_regulation_of_plasm...2         SET      10     0.040247   0.00092773      0.31635      0.44938 GO_bp:go_regulation_of_plasma_membrane_organization
GO_bp:go_response_to_amino_a...1         SET     106     -0.11379   -0.0085182     0.085438      0.90854 GO_bp:go_response_to_amino_acid
GO_bp:go_detection_of_biotic...          SET      22     -0.17807   -0.0060863      0.18586      0.83099 GO_bp:go_detection_of_biotic_stimulus
GO_bp:go_response_to_vitamin...1         SET      18     0.073302    0.0022665        0.184      0.34518 GO_bp:go_response_to_vitamin_a
GO_bp:go_positive_regulation...464       SET      87     0.052619    0.0035703     0.097414      0.29455 GO_bp:go_positive_regulation_of_lymphocyte_differentiation
GO_bp:go_positive_regulation...375       SET      11     -0.55554    -0.013431       0.2552      0.98525 GO_bp:go_positive_regulation_of_immunoglobulin_secretion
GO_bp:go_sarcoplasmic_reticu...          SET      34    -0.067019   -0.0028468      0.15341      0.66889 GO_bp:go_sarcoplasmic_reticulum_calcium_ion_transport
GO_bp:go_ventricular_septum_...1         SET      68    -0.078398   -0.0047052      0.11077      0.76045 GO_bp:go_ventricular_septum_development
GO_bp:go_positive_regulation...459       SET      22     -0.24248   -0.0082877      0.21353      0.87193 GO_bp:go_positive_regulation_of_long_term_synaptic_potentiation
GO_bp:go_insulin_receptor_si...          SET     130    -0.043962   -0.0036421     0.073814      0.72427 GO_bp:go_insulin_receptor_signaling_pathway
GO_bp:go_virion_assembly                 SET      38     -0.22752    -0.010216      0.13886      0.94933 GO_bp:go_virion_assembly
GO_bp:go_lipid_metabolic_pro...          SET    1174    -0.025828    -0.006248     0.025659      0.84293 GO_bp:go_lipid_metabolic_process
GO_bp:go_regulation_of_prote...30        SET     936    -0.027643    -0.006011     0.028467      0.83423 GO_bp:go_regulation_of_protein_localization
GO_bp:go_glycerophospholipid...1         SET      23       -0.202   -0.0070593      0.17503      0.87576 GO_bp:go_glycerophospholipid_catabolic_process
GO_bp:go_negative_regulation...75        SET      42     0.086209    0.0040691      0.13161      0.25622 GO_bp:go_negative_regulation_of_carbohydrate_metabolic_process
GO_bp:go_keratan_sulfate_bio...          SET      28      0.17195    0.0066293      0.15751      0.13749 GO_bp:go_keratan_sulfate_biosynthetic_process
GO_bp:go_negative_regulation...156       SET      12         0.17    0.0042925      0.25282      0.25067 GO_bp:go_negative_regulation_of_circadian_rhythm
GO_bp:go_positive_regulation...448       SET      22     -0.10337   -0.0035332      0.19505      0.70194 GO_bp:go_positive_regulation_of_lipid_catabolic_process
GO_bp:go_signal_transduction...1         SET     254     0.047779    0.0055145     0.053769      0.18712 GO_bp:go_signal_transduction_by_p53_class_mediator
GO_bp:go_blood_vessel_remode...          SET      37     0.037166    0.0016467      0.14995      0.40213 GO_bp:go_blood_vessel_remodeling
GO_bp:go_triglyceride_catabo...          SET      32    -0.084083   -0.0034651      0.17258      0.68694 GO_bp:go_triglyceride_catabolic_process
GO_bp:go_regulation_of_skele...2         SET      14     -0.14982   -0.0040858       0.2362      0.73705 GO_bp:go_regulation_of_skeletal_muscle_adaptation
GO_bp:go_glial_cell_migration            SET      48    -0.013842  -0.00069837      0.12804      0.54304 GO_bp:go_glial_cell_migration
GO_bp:go_protein_k48_linked_...1         SET      29     0.072007    0.0028252      0.14815      0.31347 GO_bp:go_protein_k48_linked_deubiquitination
GO_bp:go_rna_secondary_struc...          SET       7      0.29071    0.0056071      0.36138      0.21057 GO_bp:go_rna_secondary_structure_unwinding
GO_bp:go_endoplasmic_reticul...1         SET      21    -0.036151   -0.0012072      0.19094      0.57508 GO_bp:go_endoplasmic_reticulum_calcium_ion_homeostasis
GO_bp:go_positive_regulation...718       SET      58     0.091511    0.0050737      0.11074       0.2043 GO_bp:go_positive_regulation_of_response_to_wounding
GO_bp:go_steroid_metabolic_p...          SET     296     0.030541     0.003801     0.050184       0.2714 GO_bp:go_steroid_metabolic_process
GO_bp:go_divalent_inorganic_...2         SET     476      0.03386    0.0053179      0.04222      0.21128 GO_bp:go_divalent_inorganic_cation_homeostasis
GO_bp:go_regulation_of_anion...2         SET      26    -0.020985  -0.00077964       0.1645      0.55075 GO_bp:go_regulation_of_anion_transmembrane_transport
GO_bp:go_toxin_transport                 SET      39   0.00011999   5.4578e-06      0.12859      0.49963 GO_bp:go_toxin_transport
GO_bp:go_detection_of_light_...1         SET      66     -0.14204   -0.0083992      0.10164      0.91885 GO_bp:go_detection_of_light_stimulus
GO_bp:go_regulation_of_histo...15        SET      12     -0.10008   -0.0025271      0.20597      0.68649 GO_bp:go_regulation_of_histone_phosphorylation
GO_bp:go_regulation_of_prote...24        SET      56     0.067103    0.0036559      0.11423      0.27846 GO_bp:go_regulation_of_protein_import
GO_bp:go_neurological_system...          SET       9     -0.15069   -0.0032955      0.27861       0.7057 GO_bp:go_neurological_system_process_involved_in_regulation_of_systemic_arterial_blood_pressure
GO_bp:go_negative_regulation...585       SET      56    -0.059648   -0.0032497      0.10966      0.70675 GO_bp:go_negative_regulation_of_response_to_cytokine_stimulus
GO_bp:go_negative_regulation...190       SET     101    -0.045718    -0.003341     0.079562      0.71722 GO_bp:go_negative_regulation_of_dephosphorylation
GO_bp:go_drug_metabolic_proc...          SET     321    0.0095245    0.0012336     0.049482      0.42368 GO_bp:go_drug_metabolic_process
GO_bp:go_fat_cell_differenti...          SET     206      0.20371     0.021201     0.061244   0.00044113 GO_bp:go_fat_cell_differentiation
GO_bp:go_response_to_abiotic...          SET    1150   -0.0072829   -0.0017449     0.026195       0.6095 GO_bp:go_response_to_abiotic_stimulus
GO_bp:go_amelogenesis                    SET      24      0.30499     0.010887      0.19047     0.054671 GO_bp:go_amelogenesis
GO_bp:go_cellular_response_t...55        SET     204  -0.00092658   -9.597e-05     0.060714      0.50609 GO_bp:go_cellular_response_to_inorganic_substance
GO_bp:go_response_to_progest...          SET      45      0.12363    0.0060395      0.12587      0.16302 GO_bp:go_response_to_progesterone
GO_bp:go_regulation_of_proto...          SET      16     -0.15963   -0.0046538      0.20499      0.78193 GO_bp:go_regulation_of_proton_transport
GO_bp:go_regulation_of_neuro...10        SET      29      0.33247     0.013044      0.16383      0.02122 GO_bp:go_regulation_of_neuron_projection_regeneration
GO_bp:go_negative_regulation...338       SET      17     0.082655    0.0024837       0.2078       0.3454 GO_bp:go_negative_regulation_of_interleukin_8_production
GO_bp:go_negative_regulation...626       SET      16     0.071067    0.0020718      0.23561      0.38147 GO_bp:go_negative_regulation_of_smooth_muscle_contraction
GO_bp:go_leukocyte_adhesion_...          SET      32      0.02863    0.0011798      0.14139      0.41977 GO_bp:go_leukocyte_adhesion_to_vascular_endothelial_cell
GO_bp:go_interleukin_1_media...          SET      97    -0.076723   -0.0054953     0.087844      0.80877 GO_bp:go_interleukin_1_mediated_signaling_pathway
GO_bp:go_positive_regulation...748       SET      34    -0.016045  -0.00068154       0.1581      0.54042 GO_bp:go_positive_regulation_of_smooth_muscle_cell_migration
GO_bp:go_ventricular_cardiac...1         SET      32    0.0094196   0.00038819      0.17351      0.47835 GO_bp:go_ventricular_cardiac_muscle_cell_action_potential
GO_bp:go_response_to_fatty_a...          SET      80     -0.10755   -0.0069992     0.099268      0.86069 GO_bp:go_response_to_fatty_acid
GO_bp:go_dna_methylation_inv...          SET      20    -0.072425   -0.0023604      0.18644      0.65116 GO_bp:go_dna_methylation_involved_in_gamete_generation
GO_bp:go_nucleoside_monophos...1         SET      40     -0.24266    -0.011178      0.13217      0.96681 GO_bp:go_nucleoside_monophosphate_biosynthetic_process
GO_bp:go_epithelial_cell_apo...          SET      96    -0.049974    -0.003561     0.095028      0.70052 GO_bp:go_epithelial_cell_apoptotic_process
GO_bp:go_dna_synthesis_invol...          SET      51      0.22342     0.011618      0.10792     0.019224 GO_bp:go_dna_synthesis_involved_in_dna_repair
GO_bp:go_columnar_cuboidal_e...2         SET     107     0.062012    0.0046638     0.088419      0.24155 GO_bp:go_columnar_cuboidal_epithelial_cell_differentiation
GO_bp:go_retrograde_transpor...2         SET      25     -0.14084   -0.0051311       0.1624      0.80708 GO_bp:go_retrograde_transport_endosome_to_plasma_membrane
GO_bp:go_transforming_growth...5         SET     178    -0.037725   -0.0036524      0.06637      0.71512 GO_bp:go_transforming_growth_factor_beta_receptor_signaling_pathway
GO_bp:go_drug_transport                  SET     201   -0.0080731  -0.00083007     0.064584      0.54974 GO_bp:go_drug_transport
GO_bp:go_positive_regulation...331       SET     235    -0.016163   -0.0017952     0.057016      0.61159 GO_bp:go_positive_regulation_of_growth
GO_bp:go_negative_regulation...121       SET     167       0.1449     0.013593     0.064862     0.012748 GO_bp:go_negative_regulation_of_cell_projection_organization
GO_bp:go_tissue_remodeling               SET     152    -0.025351   -0.0022697     0.069654      0.64205 GO_bp:go_tissue_remodeling
GO_bp:go_regulation_of_cytop...4         SET      22      0.12945    0.0044247      0.17651      0.23166 GO_bp:go_regulation_of_cytoplasmic_transport
GO_bp:go_cd4_positive_or_cd8...          SET      20      0.21626     0.007048      0.21819      0.16081 GO_bp:go_cd4_positive_or_cd8_positive_alpha_beta_t_cell_lineage_commitment
GO_bp:go_segment_specificati...          SET      16     0.090918    0.0026505      0.23141      0.34721 GO_bp:go_segment_specification
GO_bp:go_cellular_response_t...110       SET      21      0.18483    0.0061721        0.205      0.18364 GO_bp:go_cellular_response_to_sterol
GO_bp:go_t_cell_migration                SET      56     -0.11949   -0.0065098        0.115       0.8506 GO_bp:go_t_cell_migration
GO_bp:go_ossification                    SET     356     0.048686    0.0066342     0.047371      0.15204 GO_bp:go_ossification
GO_bp:go_multi_multicellular...          SET     204      0.13408     0.013887     0.062639     0.016166 GO_bp:go_multi_multicellular_organism_process
GO_bp:go_regulation_of_endoc...3         SET     188     0.023769    0.0023644     0.059769      0.34543 GO_bp:go_regulation_of_endocytosis
GO_bp:go_regulation_of_epide...1         SET      59      0.13503    0.0075505      0.12021      0.13068 GO_bp:go_regulation_of_epidermal_cell_differentiation
GO_bp:go_myeloid_leukocyte_m...1         SET     527    -0.026601   -0.0043897     0.036918       0.7644 GO_bp:go_myeloid_leukocyte_mediated_immunity
GO_bp:go_action_potential                SET     122    0.0064775   0.00051997     0.083342      0.46903 GO_bp:go_action_potential
GO_bp:go_golgi_to_vacuole_tr...          SET      14      0.40145     0.010948      0.22363     0.036324 GO_bp:go_golgi_to_vacuole_transport
GO_bp:go_immunoglobulin_prod...2         SET      52      0.20577     0.010804      0.12462     0.049363 GO_bp:go_immunoglobulin_production_involved_in_immunoglobulin_mediated_immune_response
GO_bp:go_negative_t_cell_sel...          SET      12    -0.076845   -0.0019403      0.28715       0.6055 GO_bp:go_negative_t_cell_selection
GO_bp:go_lipoprotein_localiz...          SET      18      0.24211     0.007486       0.2259      0.14193 GO_bp:go_lipoprotein_localization
GO_bp:go_negative_regulation...305       SET      39      -0.1495   -0.0068004      0.13994      0.85731 GO_bp:go_negative_regulation_of_i_kappab_kinase_nf_kappab_signaling
GO_bp:go_detection_of_visibl...          SET      55     -0.11979   -0.0064678      0.10979      0.86237 GO_bp:go_detection_of_visible_light
GO_bp:go_regulation_of_prote...36        SET      12     0.041297    0.0010427      0.21959      0.42541 GO_bp:go_regulation_of_protein_localization_to_chromosome_telomeric_region
GO_bp:go_nuclear_transcribed...2         SET      74     0.041923    0.0026243     0.092492      0.32518 GO_bp:go_nuclear_transcribed_mrna_catabolic_process_deadenylation_dependent_decay
GO_bp:go_histone_h3_k4_methy...          SET      53       0.1271    0.0067369      0.12435      0.15338 GO_bp:go_histone_h3_k4_methylation
GO_bp:go_negative_regulation...58        SET      43      0.02489    0.0011887      0.13245      0.42547 GO_bp:go_negative_regulation_of_blood_pressure
GO_bp:go_alcohol_metabolic_p...          SET     212    0.0073029   0.00077091     0.058327      0.45018 GO_bp:go_alcohol_metabolic_process
GO_bp:go_negative_regulation...323       SET      15     0.054046    0.0015256      0.21535      0.40092 GO_bp:go_negative_regulation_of_interleukin_12_production
GO_bp:go_cell_substrate_junc...          SET      92     0.038368    0.0026767     0.092491      0.33914 GO_bp:go_cell_substrate_junction_assembly
GO_bp:go_regulation_of_b_cel...1         SET     114     0.073987    0.0057424     0.084597      0.19091 GO_bp:go_regulation_of_b_cell_activation
GO_bp:go_regulation_of_cellu...26        SET      18     -0.27242    -0.008423      0.22214      0.88996 GO_bp:go_regulation_of_cellular_response_to_vascular_endothelial_growth_factor_stimulus
GO_bp:go_regulation_of_stero...4         SET      45    -0.087478   -0.0042736       0.1381      0.73677 GO_bp:go_regulation_of_sterol_transport
GO_bp:go_positive_regulation...414       SET     941     -0.01911   -0.0041659     0.028605      0.74795 GO_bp:go_positive_regulation_of_intracellular_signal_transduction
GO_bp:go_negative_regulation...277       SET     240     0.065979    0.0074051      0.05813      0.12819 GO_bp:go_negative_regulation_of_growth
GO_bp:go_negative_regulation...394       SET      14    -0.089473   -0.0024401      0.24457      0.64276 GO_bp:go_negative_regulation_of_macrophage_derived_foam_cell_differentiation
GO_bp:go_regulation_of_syste...1         SET     550     0.019361    0.0032619     0.038452       0.3073 GO_bp:go_regulation_of_system_process
GO_bp:go_regulation_of_cytos...2         SET     328     0.027732      0.00363     0.050716      0.29226 GO_bp:go_regulation_of_cytosolic_calcium_ion_concentration
GO_bp:go_regulation_of_carbo...1         SET      89     -0.06155   -0.0042237     0.092929      0.74611 GO_bp:go_regulation_of_carbohydrate_biosynthetic_process
GO_bp:go_response_to_bmp                 SET     149    -0.023286   -0.0020643     0.075096      0.62175 GO_bp:go_response_to_bmp
GO_bp:go_response_to_ph                  SET      36      0.20704    0.0090488      0.14213     0.072609 GO_bp:go_response_to_ph
GO_bp:go_small_molecule_cata...          SET     383    -0.060772    -0.008583     0.044077      0.91601 GO_bp:go_small_molecule_catabolic_process
GO_bp:go_oxalate_transport               SET      11   -0.0019197   -4.641e-05       0.2109      0.50363 GO_bp:go_oxalate_transport
GO_bp:go_cellular_response_t...35        SET      16    -0.003729  -0.00010871      0.20667       0.5072 GO_bp:go_cellular_response_to_exogenous_dsrna
GO_bp:go_response_to_tempera...          SET     226    -0.063582   -0.0069274     0.056227      0.87092 GO_bp:go_response_to_temperature_stimulus
GO_bp:go_dna_replication_che...          SET      16     -0.15002   -0.0043736      0.17183       0.8087 GO_bp:go_dna_replication_checkpoint
GO_bp:go_response_to_acetylc...          SET      28     -0.17307   -0.0066724      0.17311      0.84128 GO_bp:go_response_to_acetylcholine
GO_bp:go_cellular_modified_a...3         SET      37     -0.16829   -0.0074565      0.14799      0.87225 GO_bp:go_cellular_modified_amino_acid_metabolic_process
GO_bp:go_regulation_of_isoty...1         SET      34      0.44449      0.01888      0.15976    0.0027025 GO_bp:go_regulation_of_isotype_switching
GO_bp:go_cellular_glucose_ho...          SET     143     0.070991    0.0061662     0.072804      0.16476 GO_bp:go_cellular_glucose_homeostasis
GO_bp:go_head_development                SET     724     0.041103    0.0079072     0.033369      0.10903 GO_bp:go_head_development
GO_bp:go_regulation_of_hemat...1         SET      82     -0.14128   -0.0093077     0.095724         0.93 GO_bp:go_regulation_of_hematopoietic_progenitor_cell_differentiation
GO_bp:go_cyclic_nucleotide_b...          SET      21     -0.17215   -0.0057489      0.18703      0.82132 GO_bp:go_cyclic_nucleotide_biosynthetic_process
GO_bp:go_regulation_of_appet...          SET      19      0.17128    0.0054409       0.2167      0.21465 GO_bp:go_regulation_of_appetite
GO_bp:go_protein_deglycosyla...          SET      29    0.0055805   0.00021895      0.14212      0.48434 GO_bp:go_protein_deglycosylation
GO_bp:go_positive_regulation...837       SET      17      0.14586     0.004383      0.22365      0.25714 GO_bp:go_positive_regulation_of_transforming_growth_factor_beta_production
GO_bp:go_regulation_of_phosp...7         SET      10     0.061147    0.0014095      0.28741      0.41576 GO_bp:go_regulation_of_phospholipase_a2_activity
GO_bp:go_response_to_vitamin...2         SET      35       0.3901     0.016812      0.16731     0.009869 GO_bp:go_response_to_vitamin_d
GO_bp:go_translational_elong...          SET     132      0.13197     0.011017     0.067226     0.024823 GO_bp:go_translational_elongation
GO_bp:go_regulation_of_cell_...40        SET     195     0.036492    0.0036962     0.066053      0.29032 GO_bp:go_regulation_of_cell_substrate_adhesion
GO_bp:go_cytokine_secretion              SET     208    -0.023336   -0.0024404     0.061538      0.64774 GO_bp:go_cytokine_secretion
GO_bp:go_positive_regulation...608       SET      51      0.23443      0.01219      0.12007     0.025449 GO_bp:go_positive_regulation_of_oxidoreductase_activity
GO_bp:go_lymphocyte_chemotax...          SET      58     -0.20246    -0.011225        0.122      0.95149 GO_bp:go_lymphocyte_chemotaxis
GO_bp:go_mesodermal_cell_dif...          SET      31     0.027922    0.0011326      0.15667      0.42928 GO_bp:go_mesodermal_cell_differentiation
GO_bp:go_metanephric_mesench...2         SET      15      0.05475    0.0015455      0.25194      0.41398 GO_bp:go_metanephric_mesenchyme_development
GO_bp:go_benzene_containing_...          SET      13     -0.46958    -0.012341      0.27002      0.95898 GO_bp:go_benzene_containing_compound_metabolic_process
GO_bp:go_auditory_receptor_c...1         SET      17      0.10959    0.0032931      0.21703       0.3068 GO_bp:go_auditory_receptor_cell_development
GO_bp:go_regulation_of_acros...          SET      16    -0.094983    -0.002769      0.22237      0.66536 GO_bp:go_regulation_of_acrosome_reaction
GO_bp:go_neuronal_stem_cell_...          SET      22     0.055447    0.0018951      0.19838      0.38993 GO_bp:go_neuronal_stem_cell_population_maintenance
GO_bp:go_organic_cyclic_comp...          SET     576     0.016383    0.0028227     0.034468      0.31728 GO_bp:go_organic_cyclic_compound_catabolic_process
GO_bp:go_actin_filament_poly...          SET     165     -0.04548   -0.0042409     0.066284      0.75368 GO_bp:go_actin_filament_polymerization
GO_bp:go_smooth_muscle_contr...          SET     103     0.038248    0.0028225      0.09066      0.33656 GO_bp:go_smooth_muscle_contraction
GO_bp:go_macrophage_chemotax...          SET      35     -0.17561   -0.0075681      0.13559      0.90236 GO_bp:go_macrophage_chemotaxis
GO_bp:go_neutral_lipid_metab...          SET     113    -0.084392   -0.0065214     0.083545      0.84378 GO_bp:go_neutral_lipid_metabolic_process
GO_bp:go_positive_regulation...402       SET      20     -0.31009    -0.010106      0.21569      0.92472 GO_bp:go_positive_regulation_of_interleukin_4_production
GO_bp:go_defense_response_to...4         SET      79     -0.13488   -0.0087229     0.093118      0.92625 GO_bp:go_defense_response_to_gram_positive_bacterium
GO_bp:go_amino_acid_betaine_...2         SET      10     -0.10181   -0.0023469      0.28863      0.63785 GO_bp:go_amino_acid_betaine_metabolic_process
GO_bp:go_alpha_beta_t_cell_a...          SET     129    -0.064997   -0.0053642     0.082071       0.7858 GO_bp:go_alpha_beta_t_cell_activation
GO_bp:go_ribonucleoprotein_c...2         SET      14     0.029371   0.00080099      0.20649      0.44345 GO_bp:go_ribonucleoprotein_complex_disassembly
GO_bp:go_enteroendocrine_cel...          SET      27     0.028446    0.0010769      0.17705      0.43618 GO_bp:go_enteroendocrine_cell_differentiation
GO_bp:go_cellular_aldehyde_m...          SET      40        -0.13   -0.0059885       0.1392      0.82482 GO_bp:go_cellular_aldehyde_metabolic_process
GO_bp:go_rhythmic_behavior               SET      43      0.28315     0.013523        0.137     0.019386 GO_bp:go_rhythmic_behavior
GO_bp:go_developmental_pigme...          SET      42      0.17479    0.0082501      0.13039     0.090043 GO_bp:go_developmental_pigmentation
GO_bp:go_acidic_amino_acid_t...          SET      63    -0.053003   -0.0030623      0.11569      0.67658 GO_bp:go_acidic_amino_acid_transport
GO_bp:go_non_recombinational...          SET      87    -0.061153   -0.0041493      0.08625      0.76084 GO_bp:go_non_recombinational_repair
GO_bp:go_carbohydrate_metabo...          SET     526     0.025419    0.0041908     0.036727      0.24444 GO_bp:go_carbohydrate_metabolic_process
