GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000267873	12	52709128	52709790	3	2	292485	-1.2563	0.8955	AC121757.1
ENSG00000135443	12	52753790	52761265	25	8	292485	-0.54727	0.7079	KRT85
ENSG00000161849	12	52771596	52779436	59	4	292485	-0.25819	0.60187	KRT84
ENSG00000161850	12	52787715	52800139	47	9	292485	-0.010718	0.50428	KRT82
ENSG00000170454	12	52817854	52828309	33	6	292485	-1.1631	0.8776	KRT75
ENSG00000185479	12	52840435	52845910	12	3	292485	-0.95652	0.83059	KRT6B
ENSG00000170465	12	52862300	52867569	33	4	292485	-1.5129	0.93485	KRT6C
ENSG00000205420	12	52880958	52887041	43	6	292485	-1.828	0.96622	KRT6A
ENSG00000186081	12	52908359	52914471	22	2	292485	-0.12242	0.54872	KRT5
ENSG00000139648	12	52937693	52946931	41	5	292485	1.2639	0.10314	KRT71
ENSG00000170484	12	52959566	52967609	57	13	292485	0.049709	0.48018	KRT74
ENSG00000170486	12	52979373	52995322	86	12	292485	-0.13747	0.55467	KRT72
ENSG00000186049	12	53001354	53012343	36	11	292485	-0.8447	0.80086	KRT73
ENSG00000172867	12	53038342	53045948	12	4	292485	-1.3913	0.91794	KRT2
ENSG00000167768	12	53068520	53074191	17	5	292485	-0.27656	0.60894	KRT1
ENSG00000189182	12	53083410	53097247	37	8	292485	-0.72797	0.76668	KRT77
ENSG00000185069	12	53161939	53171129	30	6	292485	-0.10897	0.54339	KRT76
ENSG00000186442	12	53183469	53189901	15	5	292485	0.071206	0.47162	KRT3
ENSG00000170477	12	53200333	53208335	19	5	292485	-0.3832	0.64921	KRT4
ENSG00000185640	12	53215194	53228079	27	8	292485	-0.87609	0.80951	KRT79
ENSG00000170423	12	53231588	53242876	54	5	292485	0.88321	0.18856	KRT78
ENSG00000170421	12	53290977	53343738	156	19	292485	0.083098	0.46689	KRT8
ENSG00000111057	12	53342655	53346685	5	3	292485	0.1719	0.43176	KRT18
ENSG00000063046	12	53399942	53435993	117	6	292485	1.8633	0.031213	EIF4B
ENSG00000111077	12	53440753	53458156	42	10	292485	0.023481	0.49063	TENC1
ENSG00000167778	12	53458388	53473204	30	8	292485	-1.5321	0.93726	SPRYD3
ENSG00000167779	12	53491220	53496129	5	2	292485	-2.0119	0.97788	IGFBP6
ENSG00000167780	12	53497302	53518322	109	8	292485	-0.46265	0.67819	SOAT2
ENSG00000139631	12	53551447	53575135	35	4	292485	-0.61835	0.73183	CSAD
ENSG00000139651	12	53574484	53584596	26	5	292485	-0.58154	0.71956	ZNF740
ENSG00000139626	12	53585102	53601091	26	6	292485	-1.278	0.89938	ITGB7
ENSG00000172819	12	53604354	53626764	41	9	292485	-0.97126	0.83429	RARG
ENSG00000182544	12	53645035	53648189	10	3	292485	-1.7432	0.95935	MFSD5
ENSG00000135476	12	53662083	53687427	52	7	292485	-1.0328	0.84915	ESPL1
ENSG00000123349	12	53689075	53693234	10	2	292485	-1.8434	0.96737	PFDN5
ENSG00000139637	12	53693470	53700961	11	3	292485	-1.6967	0.95512	C12orf10
ENSG00000094914	12	53701240	53718648	26	3	292485	-1.5384	0.93803	AAAS
ENSG00000170374	12	53720362	53739099	34	6	292485	-1.7145	0.95678	SP7
ENSG00000185591	12	53773960	53810230	99	8	292485	-1.7063	0.95602	SP1
ENSG00000135409	12	53817639	53825318	19	3	292485	-0.69791	0.75738	AMHR2
ENSG00000205352	12	53835389	53840429	5	2	292485	1.0426	0.14857	PRR13
ENSG00000197111	12	53835525	53874946	39	9	292485	0.018649	0.49256	PCBP2
ENSG00000139625	12	53874274	53893847	16	9	292485	-0.20277	0.58034	MAP3K12
ENSG00000139546	12	53894705	53900215	4	2	292485	-0.97209	0.8345	TARBP2
ENSG00000267281	12	53900472	54019763	222	16	292485	-0.97987	0.83642	RP11-793H13.10
ENSG00000139574	12	53900474	53901422	1	1	292485	-0.96515	0.83277	NPFF
ENSG00000170653	12	53901640	54020199	221	16	292485	-0.96553	0.83286	ATF7
ENSG00000135390	12	54026510	54071192	136	10	292485	-0.56954	0.7155	ATP5G2
ENSG00000012822	12	54104903	54121529	42	8	292485	-0.038674	0.51542	CALCOCO1
ENSG00000123364	12	54332535	54340328	19	4	292485	1.2444	0.10668	HOXC13
ENSG00000123407	12	54348618	54352740	11	3	292485	-0.02345	0.50935	HOXC12
ENSG00000123388	12	54366910	54371427	5	1	292485	-0.43149	0.66694	HOXC11
ENSG00000180818	12	54378849	54384063	6	3	292485	1.0225	0.15328	HOXC10
ENSG00000273049	12	54379629	54428672	80	13	292485	0.19841	0.42136	RP11-834C11.12
ENSG00000197757	12	54384408	54424607	65	12	292485	0.12242	0.45128	HOXC6
ENSG00000180806	12	54388679	54397121	12	3	292485	0.60047	0.2741	HOXC9
ENSG00000037965	12	54402832	54407570	2	1	292485	-0.45211	0.67441	HOXC8
ENSG00000198353	12	54410715	54449813	64	9	292485	-0.30482	0.61975	HOXC4
ENSG00000172789	12	54426637	54429142	6	2	292485	0.16367	0.43499	HOXC5
ENSG00000273266	12	54447661	54449814	4	2	292485	0.47005	0.31916	HOXC4
ENSG00000123415	12	54558529	54582778	61	8	292485	-0.4203	0.66287	SMUG1
ENSG00000094916	12	54624724	54673886	46	8	292485	1.462	0.071871	CBX5
ENSG00000135486	12	54673977	54680872	5	2	292485	0.12978	0.44837	HNRNPA1
ENSG00000123405	12	54685895	54694905	8	4	292485	0.24895	0.4017	NFE2
ENSG00000111481	12	54694986	54745633	56	6	292485	-0.62703	0.73468	COPZ1
ENSG00000161642	12	54762917	54785082	39	8	292485	-1.2327	0.89115	ZNF385A
ENSG00000161638	12	54789045	54813244	50	6	292485	-0.16152	0.56416	ITGA5
ENSG00000170627	12	54849734	54867386	57	6	292485	0.042356	0.48311	GTSF1
ENSG00000123338	12	54891495	54937726	117	29	292485	-0.35187	0.63753	NCKAP1L
ENSG00000123360	12	54943134	54973023	78	20	292485	1.8234	0.034125	PDE1B
ENSG00000135447	12	54969171	54982443	37	8	292485	3.3482	0.00040662	PPP1R1A
ENSG00000135413	12	55024595	55028679	1	1	292485	1.9797	0.023868	LACRT
ENSG00000161634	12	55038375	55042277	11	5	292485	0.67986	0.2483	DCD
ENSG00000172551	12	55224303	55252177	135	9	292485	-0.049264	0.51965	MUCL1
ENSG00000135426	12	55341802	55378530	190	9	292485	0.092049	0.46333	TESPA1
ENSG00000123307	12	55413729	55423798	28	5	292485	0.81866	0.20649	NEUROD4
ENSG00000170605	12	55523465	55524586	5	1	292485	2.1851	0.014442	OR9K2
ENSG00000179919	12	55614809	55615759	1	1	292485	0.96726	0.16671	OR10A7
ENSG00000197706	12	55640982	55642086	7	2	292485	2.1087	0.017484	OR6C74
ENSG00000188324	12	55688072	55689016	2	1	292485	-1.5389	0.93809	OR6C6
ENSG00000205330	12	55714346	55715408	5	2	292485	0.5229	0.30052	OR6C1
ENSG00000205329	12	55725485	55726420	1	1	292485	-0.75364	0.77447	OR6C3
ENSG00000205328	12	55794214	55795289	2	1	292485	-0.74474	0.77179	OR6C65
ENSG00000185821	12	55820038	55820976	2	1	292485	-2.3754	0.99124	OR6C76
ENSG00000179695	12	55845998	55846936	1	1	292485	-1.1906	0.8831	OR6C2
ENSG00000184954	12	55862984	55863922	3	2	292485	2.0899	0.018312	OR6C70
ENSG00000205327	12	55886147	55887100	4	2	292485	1.3736	0.084778	OR6C68
ENSG00000179626	12	55944983	55946028	1	1	292485	-1.1724	0.87948	OR6C4
ENSG00000179615	12	55968199	55969128	1	1	292485	-0.31585	0.62394	OR2AP1
ENSG00000175398	12	56030644	56031638	3	1	292485	0.61051	0.27076	OR10P1
ENSG00000170439	12	56075330	56078395	9	3	292485	0.24177	0.40448	METTL7B
ENSG00000135424	12	56078352	56109827	53	6	292485	0.28207	0.38894	ITGA7
ENSG00000135441	12	56109820	56113871	5	3	292485	2.033	0.021026	BLOC1S1
ENSG00000258311	12	56109820	56118487	10	4	292485	1.947	0.025768	RP11-644F5.10
ENSG00000135437	12	56114151	56118489	5	2	292485	1.5059	0.06605	RDH5
ENSG00000135404	12	56119107	56123491	7	3	292485	1.316	0.09409	CD63
ENSG00000135414	12	56137064	56150911	10	3	292485	0.79226	0.2141	GDF11
ENSG00000205323	12	56146247	56211540	80	14	292485	1.2919	0.098192	SARNP
ENSG00000257390	12	56151059	56221330	91	17	292485	1.1908	0.11686	RP11-762I7.5
ENSG00000123353	12	56211703	56215663	3	2	292485	-0.10348	0.54121	ORMDL2
ENSG00000135392	12	56214744	56224608	18	9	292485	0.92376	0.17781	DNAJC14
ENSG00000123342	12	56229217	56236750	9	4	292485	0.47981	0.31568	MMP19
ENSG00000170473	12	56295197	56326402	47	7	292485	0.9586	0.16888	WIBG
ENSG00000065357	12	56321103	56347811	23	6	292485	0.58377	0.27969	DGKA
ENSG00000185664	12	56347889	56367101	18	6	292485	0.34101	0.36655	PMEL
ENSG00000123374	12	56360553	56366568	6	3	292485	0.69617	0.24316	CDK2
ENSG00000111540	12	56367697	56388490	41	5	292485	1.0307	0.15133	RAB5B
ENSG00000139531	12	56390964	56400425	10	4	292485	1.2943	0.097778	SUOX
ENSG00000123411	12	56401443	56432219	36	6	292485	1.4939	0.067601	IKZF4
ENSG00000197728	12	56435637	56438116	5	3	292485	1.5744	0.057698	RPS26
ENSG00000065361	12	56473641	56497289	34	8	292485	-0.093083	0.53708	ERBB3
ENSG00000257411	12	56495115	56503073	11	5	292485	0.30235	0.38119	RP11-603J24.9
ENSG00000170515	12	56498103	56507691	9	4	292485	1.3022	0.096426	PA2G4
ENSG00000229117	12	56510370	56511727	3	2	292485	0.59245	0.27677	RPL41
ENSG00000135482	12	56511943	56516278	2	1	292485	-2.6479	0.99595	ZC3H10
ENSG00000139641	12	56512034	56538455	27	9	292485	0.17546	0.43036	ESYT1
ENSG00000196465	12	56546040	56553431	6	2	292485	0.7061	0.24006	MYL6B
ENSG00000092841	12	56551945	56557280	7	3	292485	-1.7825	0.96267	MYL6
ENSG00000139613	12	56556767	56583351	21	8	292485	-0.12129	0.54827	SMARCC2
ENSG00000181852	12	56598285	56615717	25	7	292485	0.67555	0.24966	RNF41
ENSG00000139579	12	56615799	56623638	6	2	292485	1.6154	0.053112	NABP2
ENSG00000139540	12	56623833	56631630	11	3	292485	1.4734	0.07032	SLC39A5
ENSG00000139645	12	56631591	56652175	20	2	292485	1.5695	0.058262	ANKRD52
ENSG00000135469	12	56660642	56664750	5	3	292485	1.6591	0.048552	COQ10A
ENSG00000062485	12	56665483	56694176	53	5	292485	1.545	0.061177	CS
ENSG00000144785	12	56679700	56709843	61	5	292485	1.5442	0.061264	RP11-977G19.10
ENSG00000257727	12	56703626	56710120	9	3	292485	1.7812	0.037444	CNPY2
ENSG00000135473	12	56710007	56727837	25	4	292485	1.536	0.06227	PAN2
ENSG00000110944	12	56732663	56734193	1	1	292485	1.5244	0.06371	IL23A
ENSG00000170581	12	56735381	56753939	33	3	292485	1.5217	0.064045	STAT2
ENSG00000175336	12	56754353	56756607	3	2	292485	2.391	0.0084016	APOF
ENSG00000111602	12	56810903	56843187	73	6	292485	0.27157	0.39298	TIMELESS
ENSG00000135517	12	56843286	56862950	29	8	292485	-0.28904	0.61372	MIP
ENSG00000176422	12	56862301	56864763	5	2	292485	-0.20366	0.58069	SPRYD4
ENSG00000135423	12	56864736	56882198	24	6	292485	-1.1094	0.86638	GLS2
ENSG00000076067	12	56915713	56984745	172	15	292485	-0.30609	0.62023	RBMS2
ENSG00000076108	12	56989380	57030600	53	10	292485	-1.4686	0.92903	BAZ2A
ENSG00000110955	12	57031959	57039798	12	3	292485	-0.50042	0.69161	ATP5B
ENSG00000110958	12	57057127	57082159	65	12	292485	-1.0057	0.84273	PTGES3
ENSG00000196531	12	57106212	57125412	31	6	292485	-0.60564	0.72762	NACA
ENSG00000198056	12	57125380	57146157	37	5	292485	-0.58818	0.7218	PRIM1
ENSG00000025423	12	57145945	57181574	42	9	292485	-1.1368	0.87219	HSD17B6
ENSG00000170426	12	57316938	57328189	32	5	292485	0.092851	0.46301	SDR9C7
ENSG00000139547	12	57345219	57353158	17	5	292485	-1.0291	0.84828	RDH16
ENSG00000166856	12	57388230	57390468	2	1	292485	0.77737	0.21847	GPR182
ENSG00000268162	12	57390745	57391335	3	1	292485	0.49417	0.31059	HBCBP
ENSG00000166860	12	57392618	57400230	14	5	292485	0.15703	0.43761	ZBTB39
ENSG00000166863	12	57403784	57422667	33	6	292485	0.37674	0.35318	TAC3
ENSG00000166866	12	57422301	57444982	53	7	292485	0.52856	0.29856	MYO1A
ENSG00000166881	12	57449426	57481846	59	8	292485	0.62338	0.26652	TMEM194A
ENSG00000166886	12	57482677	57489259	15	8	292485	0.73564	0.23097	NAB2
ENSG00000166888	12	57489191	57525922	66	13	292485	1.8335	0.033363	STAT6
ENSG00000123384	12	57522276	57607134	109	16	292485	0.76406	0.22242	LRP1
ENSG00000182379	12	57610578	57620232	19	5	292485	0.42043	0.33709	NXPH4
ENSG00000182199	12	57623110	57628718	4	2	292485	-0.54421	0.70685	SHMT2
ENSG00000185633	12	57628686	57634498	1	1	292485	2.8423	0.0022397	NDUFA4L2
ENSG00000185482	12	57637236	57644976	9	4	292485	2.176	0.014777	STAC3
ENSG00000258830	12	57643392	57690267	51	11	292485	1.7178	0.042912	RP11-123K3.4
ENSG00000179912	12	57643392	57824788	231	13	292485	1.7515	0.039928	R3HDM2
ENSG00000268367	12	57810198	57810536	1	1	292485	1.9045	0.028425	AC126614.1
ENSG00000175189	12	57828543	57844611	29	5	292485	1.9081	0.028187	INHBC
ENSG00000139269	12	57846106	57853063	8	3	292485	0.64484	0.25952	INHBE
ENSG00000111087	12	57853918	57866045	33	5	292485	0.11723	0.45334	GLI1
ENSG00000123329	12	57866038	57882597	35	7	292485	-0.069111	0.52755	ARHGAP9
ENSG00000166986	12	57869228	57911352	66	5	292485	-0.27442	0.60812	MARS
ENSG00000175197	12	57910371	57914300	3	1	292485	-0.5801	0.71908	DDIT3
ENSG00000166987	12	57914493	57923931	12	2	292485	-0.11687	0.54652	MBD6
ENSG00000175203	12	57923885	57941114	24	3	292485	0.11062	0.45596	DCTN2
ENSG00000155980	12	57943781	57980415	51	12	292485	1.4577	0.072466	KIF5A
ENSG00000166908	12	57984957	57997198	14	5	292485	1.0389	0.14943	PIP4K2C
ENSG00000178498	12	57998405	58003587	6	3	292485	1.7354	0.041331	DTX3
ENSG00000240771	12	58003963	58013162	16	5	292485	0.35442	0.36151	ARHGEF25
ENSG00000135502	12	58013310	58019934	4	2	292485	0.75596	0.22484	SLC26A10
ENSG00000135454	12	58017193	58027138	23	5	292485	-0.34713	0.63575	B4GALNT1
ENSG00000135506	12	58087738	58115340	49	7	292485	0.73587	0.23091	OS9
ENSG00000135439	12	58118980	58135940	18	5	292485	1.3524	0.08812	AGAP2
ENSG00000255737	12	58120054	58122139	1	1	292485	1.1925	0.11654	AGAP2-AS1
ENSG00000135452	12	58131796	58143994	14	7	292485	-0.037937	0.51513	TSPAN31
ENSG00000135446	12	58141510	58149796	10	4	292485	0.25198	0.40053	CDK4
ENSG00000139266	12	58148881	58154190	3	2	292485	-1.2501	0.89437	MARCH9
ENSG00000111012	12	58156117	58162769	6	2	292485	0.87263	0.19143	CYP27B1
ENSG00000037897	12	58162254	58166576	6	2	292485	0.50912	0.30533	METTL1
ENSG00000123427	12	58165275	58176324	17	2	292485	0.6139	0.26964	METTL21B
ENSG00000257921	12	58166811	58180829	24	2	292485	0.58637	0.27881	RP11-571M6.15
ENSG00000123297	12	58176372	58201854	34	4	292485	0.58473	0.27937	TSFM
ENSG00000135407	12	58191159	58212487	26	7	292485	0.57539	0.28251	AVIL
ENSG00000175215	12	58213710	58240522	33	6	292485	-0.5071	0.69396	CTDSP2
ENSG00000166896	12	58335324	58351052	54	5	292485	-0.79296	0.7861	XRCC6BP1
ENSG00000258231	12	58937907	59206842	685	59	292485	-0.43106	0.66679	RP11-362K2.2
ENSG00000139263	12	59265931	59314303	145	16	292485	-1.2483	0.89404	LRIG3
ENSG00000257230	12	59917059	59917965	2	1	292485	0.17838	0.42921	RP11-272B17.2
ENSG00000118596	12	59989848	60176395	511	22	292485	0.4442	0.32845	SLC16A7
ENSG00000198673	12	62102040	62672931	1688	114	292485	2.0206	0.02166	FAM19A2
ENSG00000135655	12	62654119	62811211	413	27	292485	0.82173	0.20561	USP15
ENSG00000061987	12	62860597	62991363	353	28	292485	-0.043633	0.5174	MON2
ENSG00000221949	12	62995531	62997214	7	3	292485	-1.0413	0.85114	C12orf61
ENSG00000111110	12	63037762	63328817	920	107	292485	-0.32114	0.62595	PPM1H
ENSG00000166148	12	63539014	63544722	13	5	292485	0.82133	0.20573	AVPR1A
ENSG00000177990	12	63952693	64062719	498	35	292485	0.30484	0.38024	DPY19L2
ENSG00000118600	12	64173583	64203338	52	9	292485	-1.4465	0.92597	TMEM5
ENSG00000196935	12	64238073	64541613	609	71	292485	0.2154	0.41473	SRGAP1
ENSG00000174206	12	64580096	64616076	54	8	292485	0.85538	0.19617	C12orf66
ENSG00000185306	12	64660217	64784972	346	23	292485	-0.091572	0.53648	C12orf56
ENSG00000184575	12	64798130	64844907	74	12	292485	0.71051	0.23869	XPOT
ENSG00000183735	12	64845660	64895888	108	14	292485	0.44958	0.32651	TBK1
ENSG00000153179	12	65004293	65091347	275	22	292485	0.40253	0.34365	RASSF3
ENSG00000135677	12	65107225	65153227	83	7	292485	-1.9527	0.97457	GNS
ENSG00000111490	12	65174589	65274812	156	24	292485	-0.099067	0.53946	TBC1D30
ENSG00000156076	12	65444406	65515346	142	17	292485	-0.49372	0.68925	WIF1
ENSG00000174106	12	65563351	65642107	102	14	292485	-0.071013	0.52831	LEMD3
ENSG00000174099	12	65672423	65882024	377	28	292485	0.95262	0.17039	MSRB3
ENSG00000149948	12	66217911	66360075	249	35	292485	-0.56635	0.71442	HMGA2
ENSG00000197301	12	66245120	66275947	59	10	292485	0.089471	0.46435	RP11-366L20.2
ENSG00000267942	12	66291518	66317967	37	9	292485	-1.9542	0.97466	AC090673.2
ENSG00000139233	12	66516842	66524548	22	3	292485	0.86116	0.19458	LLPH
ENSG00000228144	12	66517697	66563765	124	10	292485	0.99104	0.16083	TMBIM4
ENSG00000155957	12	66517709	66563852	125	10	292485	0.98133	0.16321	TMBIM4
ENSG00000090376	12	66582659	66648402	118	17	292485	-1.3398	0.90985	IRAK3
ENSG00000127311	12	66696325	66737423	100	9	292485	-0.048626	0.51939	HELB
ENSG00000155974	12	66741211	67197966	1594	116	292485	0.25574	0.39908	GRIP1
ENSG00000111530	12	67663061	67713731	175	15	292485	1.0295	0.15162	CAND1
ENSG00000127334	12	68042118	68059186	30	5	292485	1.3964	0.081303	DYRK2
ENSG00000111537	12	68548548	68553527	7	2	292485	1.5301	0.062999	IFNG
ENSG00000111536	12	68595131	68619601	69	12	292485	-0.25068	0.59897	IL26
ENSG00000127318	12	68642022	68647387	15	6	292485	0.18538	0.42646	IL22
ENSG00000111554	12	68666223	68726161	109	16	292485	0.61699	0.26862	MDM1
ENSG00000127314	12	69004619	69054372	114	15	292485	0.24228	0.40428	RAP1B
ENSG00000111581	12	69080514	69136785	145	19	292485	0.12314	0.451	NUP107
ENSG00000175782	12	69139886	69187508	127	24	292485	-0.58439	0.72052	SLC35E3
ENSG00000251695	12	69186125	69187743	3	2	292485	-0.29948	0.61771	AC124890.1
ENSG00000135679	12	69201956	69239214	102	14	292485	-1.0752	0.85885	MDM2
ENSG00000135678	12	69235977	69365350	362	61	292485	0.75663	0.22464	CPM
ENSG00000111605	12	69633317	69668138	67	10	292485	-0.86463	0.80638	CPSF6
ENSG00000090382	12	69742121	69748014	23	7	292485	-0.62937	0.73545	LYZ
ENSG00000127337	12	69753483	69784576	153	13	292485	-0.95082	0.82915	YEATS4
ENSG00000166225	12	69864129	69973562	293	20	292485	0.4419	0.32928	FRS2
ENSG00000166226	12	69979114	69995350	65	9	292485	1.3469	0.089013	CCT2
ENSG00000198812	12	70002351	70004942	5	3	292485	1.4598	0.072168	LRRC10
ENSG00000127325	12	70037140	70093256	281	22	292485	0.55217	0.29041	BEST3
ENSG00000127328	12	70132461	70216984	268	24	292485	0.094182	0.46248	RAB3IP
ENSG00000258052	12	70195449	70249143	190	21	292485	0.024981	0.49003	AC025263.3
ENSG00000166268	12	70219084	70352877	557	41	292485	-0.4942	0.68942	MYRFL
ENSG00000111596	12	70636774	70748773	340	26	292485	-0.34776	0.63599	CNOT2
ENSG00000135643	12	70760056	70828072	253	29	292485	0.17006	0.43248	KCNMB4
ENSG00000127329	12	70910630	71031220	460	63	292485	1.3187	0.093633	PTPRB
ENSG00000153233	12	71031853	71314623	931	96	292485	0.43631	0.33131	PTPRR
ENSG00000258053	12	71441182	71512027	211	14	292485	-1.6317	0.94863	CTD-2021H9.3
ENSG00000127324	12	71518865	71835678	1011	57	292485	1.1071	0.13413	TSPAN8
ENSG00000139292	12	71833550	71980090	605	35	292485	0.74304	0.22873	LGR5
ENSG00000133858	12	72003252	72061505	110	10	292485	0.30866	0.37879	ZFC3H1
ENSG00000173451	12	72056789	72074419	28	5	292485	0.61146	0.27045	THAP2
ENSG00000258064	12	72067984	72092748	45	8	292485	0.32019	0.37441	RP11-293I14.2
ENSG00000139291	12	72079867	72097836	39	8	292485	0.33802	0.36768	TMEM19
ENSG00000080371	12	72148654	72184699	65	9	292485	1.0432	0.14843	RAB21
ENSG00000121749	12	72233487	72320629	216	16	292485	-0.88229	0.81119	TBC1D15
ENSG00000139287	12	72332626	72580398	652	35	292485	1.4713	0.070601	TPH2
ENSG00000072657	12	72481046	73059422	1323	73	292485	1.5078	0.065798	TRHDE
ENSG00000253719	12	74931551	74935223	13	4	292485	0.96325	0.16771	ATXN7L3B
ENSG00000166006	12	75433857	75603648	459	39	292485	-0.042647	0.51701	KCNC2
ENSG00000180881	12	75669759	75784708	211	20	292485	2.0161	0.021894	CAPS2
ENSG00000173401	12	75728419	75764340	72	8	292485	1.4679	0.07106	GLIPR1L1
ENSG00000180481	12	75784850	75826468	151	7	292485	1.7187	0.042839	GLIPR1L2
ENSG00000139278	12	75874460	75897633	61	7	292485	1.9079	0.028203	GLIPR1
ENSG00000111615	12	75890684	75905416	42	7	292485	1.4898	0.068142	KRR1
ENSG00000139289	12	76419227	76427712	13	5	292485	-0.65794	0.74471	PHLDA1
ENSG00000187109	12	76438670	76478813	60	6	292485	0.45818	0.32341	NAP1L1
ENSG00000179941	12	76738254	76742222	5	3	292485	0.36405	0.35791	BBS10
ENSG00000091039	12	76745577	76953589	433	23	292485	0.14756	0.44134	OSBPL8
ENSG00000186908	12	77157368	77247476	348	19	292485	2.5897	0.0048034	ZDHHC17
ENSG00000175183	12	77252495	77272840	84	14	292485	2.3687	0.0089252	CSRP2
ENSG00000165891	12	77415027	77459360	137	33	292485	-1.413	0.92117	E2F7
ENSG00000268519	12	77949297	77950568	5	1	292485	0.61103	0.27059	AC073528.1
ENSG00000067798	12	78224685	78606790	1310	86	292485	-0.69493	0.75645	NAV3
ENSG00000067715	12	79257773	79845788	1504	66	292485	1.722	0.042536	SYT1
ENSG00000177425	12	79968759	80084877	143	13	292485	0.67352	0.25031	PAWR
ENSG00000058272	12	80167343	80329240	270	12	292485	-1.2847	0.90055	PPP1R12A
ENSG00000269531	12	80198742	80202321	4	1	292485	-1.789	0.96319	AC073569.1
ENSG00000165899	12	80603233	80772870	370	32	292485	1.3104	0.095036	OTOGL
ENSG00000139304	12	80799774	81072802	821	54	292485	0.3925	0.34734	PTPRQ
ENSG00000111046	12	81101277	81103253	5	2	292485	0.11779	0.45312	MYF6
ENSG00000111049	12	81110691	81113452	5	2	292485	-0.052774	0.52104	MYF5
ENSG00000111052	12	81186299	81331704	436	34	292485	0.97935	0.1637	LIN7A
ENSG00000111058	12	81331594	81650533	1204	44	292485	-0.99873	0.84104	ACSS3
ENSG00000139220	12	81652045	82153332	1236	72	292485	-0.88277	0.81132	PPFIA2
ENSG00000133773	12	82617460	82752584	334	25	292485	-0.71719	0.76337	CCDC59
ENSG00000127720	12	82752276	82873015	289	10	292485	-1.139	0.87265	METTL25
ENSG00000179104	12	83080659	83528649	1264	91	292485	0.72263	0.23495	TMTC2
ENSG00000072041	12	85253492	85307394	74	10	292485	1.5969	0.055143	SLC6A15
ENSG00000231738	12	85408094	85430055	26	6	292485	0.19078	0.42435	TSPAN19
ENSG00000133640	12	85430092	85657002	338	19	292485	-0.14896	0.55921	LRRIQ1
ENSG00000180318	12	85673885	85695562	41	6	292485	-0.40143	0.65595	ALX1
ENSG00000198774	12	86198331	86230348	109	12	292485	0.33136	0.37018	RASSF9
ENSG00000133636	12	86268073	86276770	27	4	292485	0.87504	0.19077	NTS
ENSG00000182050	12	86372516	87232681	2479	62	292485	0.80535	0.21031	MGAT4C
ENSG00000165805	12	88373816	88427814	122	9	292485	-0.2207	0.58734	C12orf50
ENSG00000133641	12	88427623	88443937	17	4	292485	-1.5083	0.93427	C12orf29
ENSG00000198707	12	88442793	88535993	155	12	292485	-1.6378	0.94926	CEP290
ENSG00000139324	12	88536073	88593664	103	6	292485	-1.8905	0.97065	TMTC3
ENSG00000049130	12	88886570	88974628	194	10	292485	-0.10939	0.54355	KITLG
ENSG00000139318	12	89741009	89747048	30	6	292485	2.0435	0.020501	DUSP6
ENSG00000139323	12	89813495	89919801	309	20	292485	2.3214	0.010133	POC1B
ENSG00000257594	12	89913185	89920039	16	3	292485	1.986	0.023519	GALNT4
ENSG00000259075	12	89913185	89920039	16	3	292485	1.986	0.023519	POC1B-GALNT4
ENSG00000070961	12	89981828	90103077	216	22	292485	0.84009	0.20043	ATP2B1
ENSG00000197651	12	91299399	91348953	98	16	292485	0.26213	0.39661	CCER1
ENSG00000083782	12	91357456	91398803	130	11	292485	0.0024603	0.49902	EPYC
ENSG00000139330	12	91444268	91451760	46	10	292485	0.086852	0.46539	KERA
ENSG00000139329	12	91496406	91505608	41	5	292485	-2.2714	0.98844	LUM
ENSG00000011465	12	91539025	91576900	48	6	292485	-0.68292	0.75267	DCN
ENSG00000257242	12	92378756	92536690	484	75	292485	-0.48909	0.68761	C12orf79
ENSG00000133639	12	92536286	92539673	11	5	292485	-0.057387	0.52288	BTG1
ENSG00000205057	12	92813870	92821924	23	4	292485	-0.060035	0.52394	CLLU1OS
ENSG00000257127	12	92815307	92824778	33	5	292485	0.099025	0.46056	CLLU1
ENSG00000214215	12	93096619	93102325	10	5	292485	-0.64729	0.74128	C12orf74
ENSG00000187510	12	93115281	93166231	114	14	292485	-0.037545	0.51497	PLEKHG7
ENSG00000102189	12	93164413	93323107	364	20	292485	1.3131	0.094579	EEA1
ENSG00000173598	12	93771659	93797024	83	12	292485	0.78194	0.21712	NUDT4
ENSG00000177889	12	93799449	93836038	67	17	292485	0.86839	0.19259	UBE2N
ENSG00000198015	12	93861264	93897545	147	12	292485	0.21791	0.41375	MRPL42
ENSG00000120833	12	93963590	93977263	35	7	292485	0.18024	0.42848	SOCS2
ENSG00000169372	12	94071151	94288616	532	58	292485	-0.66824	0.74801	CRADD
ENSG00000136040	12	94542499	94701451	575	70	292485	1.5108	0.065421	PLXNC1
ENSG00000258365	12	94671534	94676620	24	5	292485	0.63812	0.2617	RP11-1105G2.3
ENSG00000173588	12	94700225	94853764	324	32	292485	-0.8788	0.81024	CCDC41
ENSG00000057704	12	94960900	95044338	293	40	292485	-0.74848	0.77291	TMCC3
ENSG00000184752	12	95290831	95397546	615	48	292485	-1.513	0.93487	NDUFA12
ENSG00000120798	12	95414005	95467479	146	23	292485	-1.0864	0.86136	NR2C1
ENSG00000180263	12	95470525	95611258	501	31	292485	-1.6501	0.95054	FGD6
